,,,,WS-FPC-30m-UPC-APC
,,,WS-FPC-30m-UPC-APC,WS-FPC-30m-UPC-APC
FTTH-C-2C-3S,FTTH-C-2C-3S,"WS-FPC-100m-UPC-UPC,WS-FPC-80m-UPC-APC",WS-FPC-30m-UPC-APC,WS-FPC-30m-UPC-APC
FTTH-C-2C-3S,FTTH-C-2C-3S,"WS-FPC-70M-UPC-APC,WS-FPC-60M-UPC-APC",WS-FPC-30m-UPC-APC,WS-FPC-30m-UPC-APC
FTTH-C-2C-3S,FTTH-C-2C-3S,"WS-FPC-50m-UPC-UPC,WS-FPC-40m-UPC-UPC",WS-FPC-30m-UPC-APC,WS-FPC-30m-UPC-APC
